Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
120,GTFT: 0.9,2.4454239130434785,0.9810656521739131,0.0,1.0,0.8033569565217392,0.1777086956521739,0.004669347826086953,0.014264999999999996,1.0,0.9010682961576353,1.0,0.8999375974132573
121,Nydegger,2.436521739130435,0.9572169565217391,13.0,1.0,0.7554584782608698,0.2017584782608695,0.03220130434782609,0.010581739130434776,0.989419290118048,0.9590058013317754,0.7615106832286497,0.7612257864382028
122,Tranquilizer,2.4357826086956518,0.6455226086956521,82.0,1.0,0.5576091304347823,0.08791347826086963,0.1017373913043478,0.2527400000000001,0.8972466289461616,0.5646080357304231,0.9444501237582157,0.3429742009921505
123,Random Hunter,2.3773478260869565,0.9465478260869565,12.0,1.0,0.7443578260869566,0.20219000000000004,0.022589347826086948,0.03086282608695652,0.9950820505609085,0.9833750253421739,0.3807216697136437,0.1455142605260258
124,Cycle Hunter,2.3510217391304353,0.92836,12.0,1.0,0.7237076086956522,0.20465239130434792,0.026988043478260865,0.044651956521739124,0.9928431414909313,0.9743522970495365,0,0
125,Defector Hunter,2.3483804347826087,0.9925126086956522,0.0,1.0,0.7796976086956521,0.212815,0.0002608695652173913,0.007226521739130433,1.0,0.9859605411713424,1.0,0
126,Raider,2.34525,0.40938717391304347,91.0,0.0,0.35926739130434804,0.05011978260869566,0.16882847826086944,0.4217843478260868,0.9906869041185432,0.47721812134815833,0.6503566545221664,0.29073567579165804
127,Alternator Hunter,2.327597826086957,0.9780695652173913,3.0,1.0,0.7562452173913045,0.22182434782608698,0.00874891304347826,0.013181521739130436,0.9946406312278228,0.9955934369272689,0,0
128,Prober 2,2.315282608695652,0.6875663043478261,56.0,0.0,0.5930963043478259,0.09446999999999996,0.055517826086956615,0.25691586956521745,1.0,0.6150811627813793,1.0,0.40415433627782493
129,Hard Prober,2.315076086956522,0.3787828260869565,84.0,0.0,0.3241145652173913,0.05466826086956525,0.1799526086956522,0.4412645652173912,0.8903921620874695,0.4606286009483918,0.48467226296302846,0.29241872906502747
